id,name,chain_name,verification_status,prefecture,city,address,official_url,official_store_id,latitude,longitude,coordinate_source,coordinate_checked_at
"c0937add-0f81-4d9f-9f53-09d6c124b074","GiGOワカバウォーク","GiGO","candidate","埼玉県","null","埼玉県鶴ヶ島市富士見1-2-1 ワカバウォーク 2F","https://www.gendagigo.jp/shop.html","null","35.9493","139.4117","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"c2316835-3373-46d6-b5da-13f26458497b","GiGO中間","GiGO","candidate","福岡県","null","福岡県中間市蓮花寺1-1-1","https://www.gendagigo.jp/shop.html","null","33.823","130.7216","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"c4fe5e82-e0ad-429c-ae6c-ad469c8daf25","GiGO湘南とうきゅう","GiGO","candidate","神奈川県","null","神奈川県藤沢市遠藤698-10 湘南とうきゅう 2F","https://www.gendagigo.jp/shop.html","null","35.3713","139.4423","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"c54bf42d-4f40-4211-9469-bd24583d1a46","GiGOアルパーク北棟","GiGO","candidate","広島県","null","広島県広島市西区草津南4-7-1 アルパーク北棟2F","https://www.gendagigo.jp/shop.html","null","34.3755","132.3934","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"c566ba94-6d69-41d7-8102-b8bab75f33b5","GiGOコロワ甲子園","GiGO","candidate","兵庫県","null","兵庫県西宮市甲子園高潮町3-3 コロワ甲子園3F","https://www.gendagigo.jp/shop.html","null","34.7238","135.3618","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"c8239b8b-fe3f-4b30-8a57-a8cf43bc0f9d","GiGO明石","GiGO","candidate","兵庫県","null","兵庫県明石市魚住町清水2464-1","https://www.gendagigo.jp/shop.html","null","34.7204","134.8967","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"c82b1155-584f-435b-9dc3-e6785c4622da","GiGOイオンモール与野","GiGO","candidate","埼玉県","null","埼玉県さいたま市中央区本町西5-2-9イオンモール与野 3F","https://www.gendagigo.jp/shop.html","null","35.8908577","139.61508179","gashacoco公式店舗詳細(JSON-LD)(住所完全一致)","2026-07-22"
"c8583403-8632-463d-9602-c7a612fdf585","カプセル楽局祖師ヶ谷大蔵店","カプセル楽局","confirmed","東京都","null","東京都世田谷区祖師谷1丁目9番9号 松本ビル1F","https://www.warehousenet.jp/capsule","null","35.64402","139.6089","カプセル楽局公式Google Mapsリンク","2026-07-22"
"c911ad44-5e08-43f3-9783-26a4752bf31a","GiGOアミュプラザみやざき","GiGO","candidate","宮崎県","null","宮崎県宮崎市老松 アミュプラザみやざき","https://www.gendagigo.jp/shop.html","null","31.915","131.4315","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"c931230e-b7ae-414f-9636-a4aabadc100c","GiGO岡山藤崎","GiGO","candidate","岡山県","null","岡山県岡山市中区藤崎599-12","https://www.gendagigo.jp/shop.html","null","34.6089","133.9766","GiGO公式店舗詳細(Google Mapsリンク)","2026-07-22"
"c96051cd-22a8-4845-aaf7-51e30efdcc04","カプセル楽局吉祥寺レンガ通り店","カプセル楽局","confirmed","東京都","null","東京都武蔵野市吉祥寺本町1丁目2番3号","https://www.warehousenet.jp/capsule","null","35.7038043","139.5759251","カプセル楽局公式Google Mapsリンク","2026-07-22"
"c98c2d1b-63e5-4f10-8c28-877a4d0149a3","カプセル楽局巣鴨駅前店","カプセル楽局","confirmed","東京都","null","東京都豊島区巣鴨3丁目27番6号 川合ハウス","https://www.warehousenet.jp/capsule","null","35.7348092","139.7349193","カプセル楽局公式Google Mapsリンク","2026-07-22"
"cc7f5a16-ff60-429f-ba6b-ea9010430545","カプセル楽局高円寺店","カプセル楽局","confirmed","東京都","null","東京都杉並区高円寺北3-20-20 アイル高円寺ビル","https://www.warehousenet.jp/capsule","null","35.7070022","139.4969387","カプセル楽局公式Google Mapsリンク","2026-07-22"
