jan_code,name,maker,series_name,price,category,release_period,official_url,source_checked_at
"4582769860232000","【ジャンボカードダス/フラットガシャポン】San-X オールスターズ ジャンボシールダス2","バンダイ","【ジャンボカードダス/フラットガシャポン】San-X オールスターズ ジャンボシールダス2","200","フラット","2026年7月 第1週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769860232000","2026-07-18"
"4570118197009000","おぱんちゅうさぎ＆んぽちゃむ まちぼうけ","バンダイ","おぱんちゅうさぎ＆んぽちゃむ","400","ガシャポン","2026年7月 第1週より順次","https://gashapon.jp/products/detail.php?jan_code=4570118197009000","2026-07-18"
"4570118202505000","プリキュアオールスターズ 変身めじるしアクセサリー","バンダイ","プリキュアオールスターズ 変身めじるしアクセサリー","300","ガシャポン","2026年7月 第1週より順次","https://gashapon.jp/products/detail.php?jan_code=4570118202505000","2026-07-18"
"4582769972409000","“ディズニーキャラクター” くっつきマスコット","バンダイ","“ディズニーキャラクター” くっつきマスコット","500","ガシャポン","2026年7月 第1週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769972409000","2026-07-18"
"4582770027013000","豆ガシャ本 サンリオキャラクターズ×朝日文庫 Ichigo Keywords２","バンダイ","豆ガシャ本 サンリオキャラクターズ×朝日文庫 Ichigo Keywords２","500","ガシャポン","2026年7月 第1週より順次","https://gashapon.jp/products/detail.php?jan_code=4582770027013000","2026-07-18"
"4582770076707000","アイドリッシュセブン カプセル缶バッジコレクション＋♪vol.7","バンダイ","アイドリッシュセブン","300","ガシャポン","2026年7月 第1週より順次","https://gashapon.jp/products/detail.php?jan_code=4582770076707000","2026-07-18"
"4570118105790000","ポケットモンスター 組立可動！コライドン・ミライドン","バンダイ","ポケットモンスター 組立可動！コライドン・ミライドン","800","プレミアム","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4570118105790000","2026-07-18"
"4570118143273000","ミズノ 野球グローブコレクション","バンダイ","ミズノ 野球グローブコレクション","400","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4570118143273000","2026-07-18"
"4582769916113000","忍たま乱太郎 まちぼうけ 六年生の段","バンダイ","忍たま乱太郎","400","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769916113000","2026-07-18"
"4582769916373000","日清カップヌードル めじるしアクセサリー","バンダイ","日清カップヌードル","300","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769916373000","2026-07-18"
"4582769866999000","BANANA FISH まちぼうけ","バンダイ","BANANA FISH","500","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769866999000","2026-07-18"
"4582769898099000","ズートピア2 ならぶんです。","バンダイ","ズートピア2 ならぶんです。","400","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769898099000","2026-07-18"
"4582769892035000","チロルチョコ めじるしアクセサリー","バンダイ","チロルチョコ","300","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769892035000","2026-07-18"
"4582769898051000","“ディズニーキャラクター” Twinkle ゴム","バンダイ","“ディズニーキャラクター” Twinkle ゴム","300","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769898051000","2026-07-18"
"4570118184290000","SKZOO ベーカリーチャーム","バンダイ","SKZOO ベーカリーチャーム","400","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4570118184290000","2026-07-18"
"4570118184573000","シュガーバニーズ ふわふわめじるしアクセサリー","バンダイ","シュガーバニーズ ふわふわめじるしアクセサリー","300","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4570118184573000","2026-07-18"
"4570118184795000","LOONEY TUNES ミニチュアパッケージチャーム","バンダイ","LOONEY TUNES","400","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4570118184795000","2026-07-18"
"4582769927256000","PEZ めじるしアクセサリー","バンダイ","PEZ","300","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769927256000","2026-07-18"
"4582769979026000","ぷよぷよ #ハッシュタグつける","バンダイ","ぷよぷよ #ハッシュタグつける","300","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769979026000","2026-07-18"
"4582769979460000","ジョジョの奇妙な冒険 ラバーマスコットコレクション05","バンダイ","ジョジョの奇妙な冒険","300","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769979460000","2026-07-18"
"4582769981821000","転生したらスライムだった件 のっかるんです♪フィギュア","バンダイ","転生したらスライムだった件 のっかるんです♪フィギュア","500","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769981821000","2026-07-18"
"4582770026603000","カムンとアント ぬいぐるみクリップ","バンダイ","カムンとアント ぬいぐるみクリップ","400","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582770026603000","2026-07-18"
"4582770070262000","パワーパフ ガールズ アクリルスライドミラーコレクション","バンダイ","パワーパフ ガールズ アクリルスライドミラーコレクション","300","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582770070262000","2026-07-18"
"4582770071511000","涼を感じるゆらゆらチャーム","バンダイ","涼を感じるゆらゆらチャーム","300","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582770071511000","2026-07-18"
"4570118206589000","怒ったおおきいわんぴーすわんちゃあぁぁん","バンダイ","怒ったおおきいわんぴーすわんちゃあぁぁん","400","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4570118206589000","2026-07-18"
"4570118234605000","【フラットガシャポン】RIZIN クリアファイルコレクション","バンダイ","【フラットガシャポン】RIZIN クリアファイルコレクション","400","フラット","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4570118234605000","2026-07-18"
"4582769792724000","【フラットガシャポン】IVE FROM STARSHIP ENTERTAINMENT WITH AMUSE ステッカーコレクション","バンダイ","【フラットガシャポン】IVE FROM STARSHIP ENTERTAINMENT WITH AMUSE ステッカーコレクション","300","フラット","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769792724000","2026-07-18"
"4582769855658000","【フラットガシャポン】ジョジョの奇妙な冒険 ネイルシール","バンダイ","【フラットガシャポン】ジョジョの奇妙な冒険 ネイルシール","300","フラット","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769855658000","2026-07-18"
"4582769935848000","NPB ユニフォームフレームマグネット～パシフィック・リーグ～","バンダイ","NPB ユニフォームフレームマグネット～パシフィック・リーグ～","500","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769935848000","2026-07-18"
"4582769978975000","みいつけた！ まちぼうけ","バンダイ","みいつけた！","300","ガシャポン","2026年7月 第2週より順次","https://gashapon.jp/products/detail.php?jan_code=4582769978975000","2026-07-18"
